qid,docno,label
123,1464651,2
123,1503666,2
123,1618304,1
123,1692155,1
123,1896564,2
123,1982389,1
123,1999973,2
123,2397627,2
123,2479274,2
123,2559460,1
123,2620218,2
123,2783143,1
123,2877237,1
123,2879833,1
123,3010410,2
123,3335801,2
123,3353421,2
123,3499077,2
123,3576825,2
123,3827922,2
123,3828102,1
123,3870836,2
123,3874368,1
123,3983439,2
123,4320598,1
124,0269712,1
124,0299572,2
124,0307259,1
124,0327350,1
124,0411991,1
124,0442507,1
124,0459502,2
124,0549450,1
124,0633340,1
124,0664768,1
124,0787942,1
124,0815704,1
124,0920659,1
124,1162507,1
124,1176888,1
124,1185480,1
124,1222230,1
124,1224188,2
124,1227683,2
124,1782373,1
124,2019607,1
124,2023220,1
124,2060351,1
124,2095113,2
124,2257587,2
124,2322630,1
124,2432054,2
124,2693630,1
124,2705322,2
124,2711014,1
124,2751697,1
124,2891038,1
124,3456655,1
124,3661660,1
124,3765711,1
124,4035367,1
124,4061686,1
124,4193929,1
124,4216894,1
124,4225511,1
124,4343513,2
124,4520425,2
124,4611195,1
125,0152957,1
125,0276178,1
125,0483241,1
125,0556783,1
125,0851451,1
125,0901638,2
125,0936143,2
125,1087216,2
125,1280279,1
125,1545629,2
125,1765417,2
125,1846606,1
125,1846767,1
125,1847222,1
125,1858180,2
125,2056105,1
125,2056265,2
125,2317089,1
125,2327893,1
125,2506851,1
125,2865745,1
125,2905330,1
125,3049482,1
125,3050397,2
125,3050584,2
125,3150264,2
125,3155218,2
125,3381365,1
125,3651365,2
125,3732361,1
125,3776869,2
125,3780732,2
125,4017958,2
125,4018557,1
125,4037314,1
125,4209351,2
125,4210682,2
125,4269463,1
125,4481031,1
125,4582417,2
125,4582864,1
130,0497791,1
130,0546230,1
130,0546272,2
130,0832789,1
130,0835875,2
130,1271587,1
130,1272082,1
130,1838921,1
130,1963911,1
130,1964001,1
130,1964133,1
130,1969608,1
130,2555240,1
130,3137313,2
130,3342532,2
130,3343431,1
130,3457184,2
130,3593448,2
130,3709320,1
130,3709351,1
130,4332426,2
130,4333039,2
130,4333382,2
130,4334970,1
130,4559902,1
131,0669305,1
131,0699637,1
131,0705483,2
131,0987081,2
131,1106455,1
131,1231573,2
131,1253049,2
131,1753773,1
131,1756399,1
131,1765299,2
131,1765303,1
131,1786387,2
131,1825503,2
131,1910471,2
131,2422184,2
131,2844771,2
131,2948059,1
131,3012971,1
131,3158510,2
131,3185050,2
131,3478606,1
131,3840357,2
131,4248597,1
131,4248661,1
131,4335735,2
131,4452425,1
131,4474132,2
131,4475171,2
131,4532335,1
132,0299358,1
132,0299766,2
132,0299975,1
132,0304602,2
132,0304844,1
132,0306466,2
132,0309125,1
132,0310673,2
132,0316525,2
132,0321629,1
132,0365189,2
132,0393517,1
132,0407790,2
132,0456540,1
132,0559588,1
132,0667636,1
132,0683867,2
132,1177071,2
132,1208648,1
132,1307073,1
132,1329106,2
132,1329324,1
132,1339280,1
132,1342680,1
132,1410078,1
132,1422522,1
132,1478969,1
132,1482262,1
132,1537508,2
132,1574618,2
132,1620000,2
132,1878855,1
132,1934770,2
132,2178573,1
132,2183119,1
132,2280177,1
132,2303320,1
132,2309257,1
132,2322399,1
132,2440973,2
132,2449755,2
132,2506438,2
132,2625809,1
132,2652008,2
132,2656139,1
132,2754661,2
132,2833035,2
132,2833627,2
132,2833667,2
132,3032065,2
132,3044266,1
132,3060475,2
132,3120371,2
132,3156330,1
132,3235508,1
132,3252071,1
132,3274104,2
132,3610870,2
132,3613705,1
132,3758657,1
132,3975784,2
132,4020917,1
132,4190499,1
132,4356330,1
132,4357802,2
132,4366950,2
132,4374931,1
132,4379232,2
132,4384824,2
132,4390972,1
132,4404954,2
132,4408235,1
132,4408906,2
132,4450507,2
132,4474375,2
132,4475482,1
132,4500679,1
132,4515439,2
132,4540493,1
132,4546711,1
132,4546748,1
132,4546749,1
132,4546750,1
132,4546751,1
132,4546841,1
132,4546878,1
132,4547944,1
132,4548596,1
132,4562412,2
132,4564071,2
132,4573110,2
132,4611862,1
132,4613037,1
133,0672476,2
133,1063730,2
133,1311839,2
133,1560026,1
133,1565032,1
133,1831069,1
133,2405207,2
133,2517871,1
133,2567376,2
133,2777539,2
133,2786171,1
133,2964325,1
133,3056362,2
133,3262514,1
133,3565590,2
133,3615319,2
133,3662569,1
133,3722085,2
133,4029756,1
136,0084663,1
136,0201021,2
136,0201066,2
136,0201927,2
136,0350119,2
136,0356005,2
136,0391828,2
136,0551463,2
136,0655752,1
136,0949642,1
136,1022541,1
136,1074383,2
136,1228138,2
136,1233080,2
136,1237591,2
136,1243596,2
136,1256368,1
136,1482648,1
136,1482930,2
136,1493383,2
136,1499907,2
136,1579496,2
136,1779353,2
136,1891303,1
136,1891304,1
136,1891305,1
136,1891306,1
136,1891308,1
136,1891310,1
136,1891311,2
136,1891312,1
136,1891313,1
136,1891315,1
136,1891316,1
136,1891318,1
136,1905730,1
136,2586232,1
136,2856219,2
136,3012576,1
136,3101055,2
136,3189655,2
136,3192600,1
136,3449143,2
136,3484017,2
136,3493944,1
136,3495675,2
136,3531781,2
136,3548008,1
136,3724003,1
136,3873517,2
136,3879041,2
136,3905501,2
136,3912406,1
136,3942895,2
136,4078434,2
136,4078890,1
136,4085694,1
136,4091527,2
136,4092131,2
136,4092549,2
136,4099154,1
136,4099157,1
136,4099416,1
136,4102379,2
136,4114599,2
136,4118960,2
136,4119549,1
136,4130877,1
136,4149937,2
136,4151947,2
136,4156183,2
136,4162857,2
136,4166448,1
136,4184110,1
136,4203284,2
136,4205829,2
136,4205941,2
136,4415632,2
136,4463179,2
136,4487726,2
137,0206335,1
137,0286121,1
137,0286126,1
137,0286131,1
137,0561940,2
137,1211534,1
137,1541222,2
137,1541224,2
137,3005859,1
137,3380979,1
137,3584516,2
137,4114487,2
137,4114488,2
137,4121171,1
137,4350776,2
137,4350777,2
137,4459447,1
137,4459448,2
139,0358823,2
139,0528116,1
139,0584433,2
139,0626105,1
139,0868878,1
139,0989329,2
139,1030640,2
139,1087366,1
139,1153372,2
139,1403151,2
139,1417044,2
139,1455614,1
139,1455618,2
139,1683514,2
139,1688375,2
139,1689756,2
139,1690452,2
139,1690453,1
139,1768487,2
139,1837859,2
139,2479962,1
139,2579312,1
139,2779753,2
139,2817789,2
139,3022903,1
139,3029829,2
139,3432306,1
139,3591697,2
139,3598641,1
139,3808099,2
139,3823024,2
139,3823277,1
139,3910493,2
139,3919780,2
139,3979018,2
139,4052967,2
139,4065874,2
139,4486086,2
139,4486087,2
139,4486090,1
139,4486107,1
139,4486108,1
139,4495672,2
139,4541568,1
139,4584330,2
139,4612290,2
141,0337657,1
141,0687723,2
141,0812623,2
141,0888186,2
141,1080930,1
141,1140519,2
141,1462731,2
141,1485581,2
141,1774308,2
141,1950452,1
141,2105628,2
141,2406501,1
141,2433096,1
141,2592669,2
141,2651230,1
141,2933725,1
141,2953259,1
141,2954168,2
141,3054523,2
141,3078870,1
141,3220773,2
141,3346451,2
141,3398279,1
141,3478976,1
141,3739666,2
141,3823772,2
141,3824492,2
141,4154340,1
141,4292692,1
141,4315379,2
141,4374455,2
141,4414308,2
141,4458826,1
141,4558263,1
144,0516851,2
144,1694408,2
144,1694411,1
144,1892828,1
144,1912979,2
144,2619784,1
144,2840639,2
144,3480288,2
144,3533521,2
144,3857553,1
144,4098040,2
144,4099018,1
144,4107445,2
144,4133527,2
144,4135423,1
146,0329614,1
146,0329649,1
146,0329738,1
146,0504008,1
146,0504009,1
146,0504026,1
146,0504027,2
146,0565562,1
146,0586154,1
146,0744127,2
146,0809319,1
146,0983964,1
146,1280144,1
146,1414112,1
146,1469927,1
146,1492173,1
146,1618304,2
146,1690820,1
146,1896564,1
146,1976741,1
146,1984818,1
146,1999347,2
146,1999973,2
146,2055296,2
146,2299854,1
146,2388456,1
146,2837899,1
146,2994176,2
146,3067010,1
146,3140054,1
146,3168526,1
146,3576915,2
146,3612989,1
146,3742055,1
146,3793523,1
146,3827922,1
146,3870857,1
146,4258088,1
146,4308035,1
146,4383033,1
146,4548404,1
146,4548446,1
147,0311816,2
147,0394944,2
147,0453924,1
147,0472256,2
147,0498776,1
147,0548841,1
147,0645070,2
147,0757427,1
147,0905738,1
147,1336683,2
147,1373984,2
147,1530499,1
147,1721951,2
147,1763055,2
147,1764697,2
147,1803009,2
147,1811054,2
147,1959500,2
147,2114932,2
147,2309502,1
147,2335764,1
147,2352226,1
147,2594963,2
147,2708552,2
147,2751086,2
147,2789966,2
147,3076871,1
147,3123953,1
147,3180992,1
147,3275706,1
147,3735444,1
147,3920160,1
147,4002570,1
147,4033735,1
147,4180590,2
147,4230309,2
147,4236488,2
147,4308676,1
147,4417097,1
147,4511909,2
147,4577387,1
147,4632037,2
148,0660802,2
148,0949181,1
148,1825121,1
148,1947146,2
148,1977576,2
148,2440764,1
148,2616292,1
148,2671600,2
148,2891661,2
148,2917758,2
148,2934998,1
148,3142867,2
148,3230275,1
148,3967679,2
148,4080945,2
148,4082411,2
148,4109890,1
148,4123015,2
148,4124777,2
148,4134013,2
148,4143731,2
148,4195072,1
148,4246758,2
148,4532087,1
152,0511692,1
152,0681501,1
152,0684411,2
152,0684419,1
152,0761624,1
152,0843046,1
152,0843054,2
152,0858992,2
152,0952427,1
152,0975725,1
152,0975756,1
152,0992833,2
152,0999487,1
152,1000259,1
152,1002519,1
152,1003261,2
152,1052538,2
152,1080985,1
152,1174245,1
152,1190681,1
152,1203267,1
152,1340440,1
152,1555737,2
152,1914029,2
152,1914051,2
152,1966436,1
152,2210502,1
152,2358519,2
152,2447580,1
152,2462431,1
152,2641655,1
152,2820773,1
152,2820775,2
152,2955315,2
152,3062546,1
152,3136346,2
152,3330508,1
152,3351234,1
152,3435542,1
152,3734483,1
152,3767595,1
152,3830178,1
152,3858984,1
152,4007471,2
152,4053173,1
152,4130791,1
152,4201270,1
152,4275089,1
152,4353543,1
152,4404697,1
152,4404705,1
152,4459480,2
152,4560417,1
158,0797122,1
158,0955956,1
158,1244093,1
158,1278808,1
158,1494381,1
158,1497989,1
158,2005691,1
158,2078135,1
158,2340552,1
158,2506445,1
158,2506449,1
158,2506464,1
158,2506482,2
158,2506485,1
158,2506486,1
158,2506487,2
158,2506488,1
158,2506495,1
158,2506497,1
158,2506500,1
158,2506501,1
158,2506514,1
158,2506515,1
158,2506518,1
158,2506519,1
158,2506521,1
158,2506522,1
158,2558139,1
158,2567598,1
158,2582846,1
158,3389486,1
158,3411503,1
158,3694235,1
158,3799275,1
158,4011489,1
158,4279487,2
158,4402599,1
158,4542802,1
158,4547302,1
161,1111344,1
161,2529513,1
161,2529514,1
161,2529516,2
161,2529524,1
161,2544803,1
161,2544996,1
161,2545100,1
161,2553777,1
161,2582310,1
161,2861426,2
161,3535939,1
161,3536493,2
161,4339704,1
161,4570737,1
162,0335453,2
162,0449987,1
162,0486064,2
162,0486067,1
162,0486069,2
162,0486071,2
162,0486073,1
162,0486075,1
162,0486077,2
162,0486083,2
162,0486089,1
162,0486098,2
162,0486100,1
162,0486104,2
162,0486112,1
162,0486113,2
162,0486115,2
162,0486117,2
162,0486118,2
162,0486119,2
162,0486130,2
162,0486131,1
162,0486132,2
162,0486133,2
162,0486134,2
162,0486135,2
162,0486136,1
162,0486137,2
162,0486138,1
162,0486139,1
162,0486140,2
162,0486141,1
162,0486143,1
162,0512848,2
162,0512849,2
162,0512850,2
162,0512853,1
162,0512855,1
162,0512856,2
162,0512857,1
162,0512858,2
162,0512859,2
162,0512861,1
162,0512862,1
162,0512863,1
162,0512864,1
162,0512866,2
162,0512868,1
162,0512869,1
162,0512870,1
162,0512871,2
162,0512872,2
162,0512873,1
162,0512874,1
162,0512875,2
162,0512876,1
162,0512878,2
162,0512879,1
162,0512880,1
162,0512881,2
162,0512882,1
162,0512883,2
162,0512884,2
162,0512885,1
162,0512886,2
162,0512887,2
162,0512888,2
162,0512889,2
162,0512890,1
162,0512891,2
162,0512892,2
162,0512893,1
162,0512894,2
162,0512895,2
162,0512896,1
162,0512897,2
162,0512898,2
162,0512899,2
162,0512900,2
162,0512901,1
162,0512902,1
162,0512906,2
162,0512907,1
162,0512918,1
162,0512923,1
162,0512924,2
162,0512925,1
162,0512939,1
162,0512945,2
162,0512960,1
162,0512962,1
162,0512964,2
162,0512965,2
162,0512967,1
162,0512971,1
162,0512972,1
162,0512973,2
162,0512975,1
162,0512976,1
162,0512979,1
162,0512980,1
162,0512981,1
162,0512982,1
162,0512985,1
162,0512986,1
162,0512987,1
162,0512989,2
162,0512990,2
162,0512992,1
162,0512996,1
162,0513004,1
162,0513007,1
162,0513008,1
162,0513010,1
162,0513011,1
162,0513012,1
162,0513013,1
162,0513014,1
162,0513017,1
162,0513018,1
162,0513019,2
162,0513020,2
162,0513022,2
162,0513023,2
162,0513024,1
162,0513025,1
162,0513026,2
162,0513050,1
162,0513059,1
162,0513076,1
162,0513080,1
162,0513081,2
162,0513083,2
162,0513085,2
162,0513086,2
162,0513088,2
162,0513092,2
162,0513093,2
162,0513094,1
162,0513095,2
162,0513096,1
162,0513097,2
162,0513099,1
162,0513100,1
162,0513101,2
162,0600301,1
162,0609859,1
162,0656083,1
162,0695676,1
162,0695678,1
162,0775729,1
162,0947901,1
162,1081473,1
162,1267940,1
162,1271583,1
162,1290860,1
162,1490890,1
162,1490947,1
162,1490953,2
162,1491040,2
162,1491115,1
162,1491116,1
162,1491160,2
162,1491217,1
162,1491308,1
162,1491309,1
162,1491310,1
162,1491311,1
162,1491312,1
162,1491313,2
162,1491314,2
162,1491315,2
162,1491316,1
162,1716272,2
162,1799663,1
162,1858982,1
162,1990178,2
162,1990352,1
162,2631294,1
162,2715382,1
162,2758534,2
162,2777054,1
162,2781523,1
162,2788421,1
162,2788428,2
162,2788429,2
162,2788433,1
162,2788437,2
162,2788440,1
162,2788451,2
162,2788453,2
162,2788457,1
162,2788460,1
162,2788461,1
162,2788468,2
162,2788469,2
162,2788472,1
162,2788473,1
162,2788475,1
162,2788482,2
162,2788484,2
162,2788486,1
162,2788509,2
162,2788510,1
162,2788585,2
162,2788587,1
162,2788589,2
162,2788590,2
162,2788593,2
162,2788594,1
162,2788595,2
162,2788603,2
162,2788614,2
162,2788619,2
162,2788620,1
162,2788621,1
162,2788623,1
162,2788625,1
162,2788626,2
162,2788629,2
162,2788630,1
162,2788631,2
162,2788634,1
162,2788638,1
162,2788639,2
162,2788640,2
162,2788641,1
162,2788642,1
162,2788643,1
162,2788645,1
162,2788647,1
162,2788649,1
162,2788650,1
162,2788653,2
162,2788654,1
162,2789325,2
162,2794381,2
162,2954941,2
162,3006036,1
162,3006037,2
162,3006038,2
162,3006041,1
162,3006042,2
162,3011764,1
162,3136168,1
162,3136169,1
162,3136171,1
162,3136172,2
162,3136174,1
162,3136177,1
162,3136179,1
162,3136180,1
162,3136182,1
162,3136184,1
162,3136185,2
162,3136186,1
162,3136188,1
162,3136191,2
162,3136192,2
162,3136193,2
162,3136194,2
162,3136195,1
162,3136196,1
162,3136197,1
162,3136198,2
162,3136200,2
162,3136204,2
162,3136206,2
162,3136207,1
162,3136211,1
162,3136212,2
162,3136216,1
162,3136218,1
162,3136219,1
162,3136220,2
162,3136224,2
162,3136225,1
162,3136228,2
162,3136230,1
162,3349405,1
162,3349419,1
162,3349420,1
162,3349422,2
162,3349426,1
162,3349430,1
162,3349431,2
162,3349436,1
162,3349442,1
162,3349445,1
162,3349446,1
162,3349447,2
162,3349450,1
162,3349459,1
162,3349479,2
162,3349483,1
162,3636737,1
162,3735701,1
162,3830229,2
162,3937626,1
162,4008070,1
162,4238806,2
162,4238810,2
162,4376020,1
162,4413188,2
162,4413201,2
162,4413203,1
162,4413209,1
162,4413210,1
162,4413219,2
162,4413220,2
162,4413221,2
162,4413222,2
162,4413223,2
162,4413224,1
162,4413225,2
162,4413251,1
162,4413267,1
162,4413269,2
162,4413270,2
162,4413275,1
162,4413278,2
162,4413279,1
162,4413281,2
162,4413282,1
162,4413283,2
162,4413292,2
162,4413297,1
162,4413299,1
162,4413300,2
162,4413301,2
162,4413307,1
162,4413310,1
165,1850717,2
165,2490833,1
165,3162458,2
168,0179567,2
168,0244612,1
168,1788326,2
168,2502752,1
168,2502757,1
171,0358969,2
171,0808419,1
171,1094488,2
171,1095045,2
171,1185606,2
171,1249709,2
171,1696978,1
171,1703941,1
171,1944836,1
171,2142834,2
171,3364268,1
171,3526504,2
171,3910114,1
171,3910115,1
171,4074869,1
171,4083694,1
171,4127568,1
171,4134709,1
171,4147757,1
171,4153864,1
171,4216834,2
171,4490019,1
171,4520102,2
171,4520104,1
175,0423619,1
175,0563657,2
175,0567158,2
175,0809154,2
175,2405158,2
175,3750282,2
175,3793434,2
175,4121259,1
175,4548401,2
176,0267586,2
176,2054866,2
176,2277958,1
176,3043498,2
176,3371235,1
176,3823704,1
176,3823706,2
176,3823708,1
178,0207995,2
178,0662916,1
178,0867778,1
178,0950759,1
178,0994224,2
178,1458975,2
178,1555454,1
178,1825011,2
178,2511761,1
178,3223606,2
178,3629992,1
178,3989976,2
178,4281548,2
178,4456864,1
179,1668499,2
179,1966381,2
179,3550983,2
180,0342864,1
180,3000247,2
181,0587134,1
181,0602434,2
181,0849965,1
181,1260230,2
181,1276389,1
181,1616617,2
181,1872430,2
181,2298997,2
181,2371552,1
181,2519058,1
181,2519059,1
181,2519061,1
181,2618483,1
181,3115677,1
181,3774892,2
181,4101281,1
181,4241884,1
181,4323823,1
181,4491176,2
183,0495336,2
183,1266449,1
183,1642153,1
183,2299818,1
183,2450066,2
183,2997723,1
183,3010410,2
183,3508776,1
183,3508781,1
183,3606082,1
183,3792760,1
183,3914816,1
183,4182637,1
183,4338565,1
187,0114856,1
187,0384129,1
187,1309963,1
187,2208311,2
187,2208323,1
187,2535031,1
187,2552964,1
187,2558330,1
187,2558401,1
187,2908455,1
188,0347713,2
188,0686399,2
188,1256494,1
188,1539564,1
188,1539566,2
188,1539581,1
188,1616165,1
188,1701509,2
188,2883586,2
188,3061494,1
188,3069461,1
188,3097173,1
188,3524130,2
188,3528600,1
188,3591560,1
188,3591562,1
188,3591563,1
188,3706658,2
188,3805554,1
188,3819557,1
188,4066555,2
188,4410686,2
188,4450713,1
188,4477137,1
188,4620424,2
189,3837124,1
190,0246565,1
190,0246647,1
190,0347040,1
190,0417456,1
190,0450186,1
190,0475830,1
190,0484840,1
190,0673828,1
190,0945320,1
190,1191720,2
190,1310849,2
190,1358966,2
190,1692933,1
190,1796290,1
190,1822005,2
190,1831385,1
190,1872366,2
190,1903743,1
190,1983767,1
190,2438058,1
190,2910699,1
190,3196550,2
190,3249346,1
190,3385655,2
190,4280983,1
192,0336635,1
192,2913228,2
192,3183495,1
192,3657617,1
193,0438325,2
193,2235979,2
193,2554099,1
193,3018996,1
193,4554753,2
194,0303702,2
194,0317419,2
194,3259388,2
194,3918797,2
194,4225356,1
196,0015337,2
196,0166970,2
196,0172821,1
196,0174107,1
196,0200943,2
196,0200991,2
196,0201342,1
196,0201677,1
196,0203311,2
196,0203563,2
196,0204113,1
196,0204123,1
196,0205368,2
196,0205948,2
196,0206661,1
196,0207656,1
196,0207930,2
196,0208069,1
196,0224284,2
196,0224926,1
196,0227425,1
196,0231206,2
196,0232226,2
196,0239059,2
196,0241071,2
196,0243555,2
196,0243558,2
196,0243565,2
196,0243566,2
196,0243567,2
196,0244979,2
196,0256246,1
196,0263618,2
196,0267734,2
196,0270390,1
196,0280472,1
196,0280482,2
196,0284119,2
196,0295132,2
196,0312387,1
196,0319165,2
196,0319167,2
196,0320503,1
196,0331571,1
196,0331755,2
196,0331872,1
196,0338284,2
196,0342375,2
196,0345122,2
196,0346169,1
196,0353531,1
196,0353547,2
196,0353551,2
196,0356063,2
196,0356105,1
196,0356123,1
196,0356131,2
196,0356137,2
196,0356141,2
196,0356156,2
196,0356158,1
196,0356302,1
196,0360467,2
196,0361549,1
196,0370282,2
196,0383969,2
196,0388748,1
196,0397026,2
196,0401354,1
196,0406588,2
196,0411702,1
196,0416342,1
196,0416415,2
196,0416440,1
196,0416442,1
196,0417453,1
196,0418089,2
196,0422973,2
196,0422974,1
196,0434441,1
196,0434757,1
196,0434766,1
196,0434767,1
196,0438670,2
196,0442706,1
196,0446666,2
196,0446994,2
196,0446996,1
196,0459763,1
196,0461186,1
196,0462181,2
196,0462205,1
196,0468061,1
196,0473173,2
196,0473849,1
196,0473850,2
196,0473852,1
196,0473853,1
196,0473856,1
196,0473857,2
196,0474216,1
196,0474310,2
196,0482624,2
196,0482763,2
196,0483381,1
196,0496873,1
196,0498401,1
196,0501531,1
196,0504195,1
196,0504938,1
196,0515996,2
196,0517201,1
196,0518176,2
196,0518422,2
196,0519889,1
196,0526158,1
196,0526951,1
196,0526980,2
196,0526984,1
196,0527081,1
196,0528636,2
196,0545190,2
196,0552179,1
196,0594875,1
196,0610974,1
196,0616170,1
196,0616882,1
196,0646874,2
196,0655153,2
196,0657453,2
196,0661666,1
196,0669507,2
196,0674595,1
196,0679790,2
196,0681691,1
196,0689243,1
196,0695187,2
196,0714859,2
196,0739084,2
196,0739158,1
196,0739172,1
196,0739236,2
196,0739239,1
196,0739246,1
196,0751344,1
196,0757008,1
196,0757098,2
196,0757392,1
196,0758852,1
196,0758885,2
196,0759906,1
196,0774843,2
196,0775669,2
196,0777187,1
196,0788533,2
196,0791062,2
196,0791700,2
196,0791737,1
196,0794112,1
196,0798087,1
196,0798634,1
196,0798949,2
196,0798950,2
196,0800091,1
196,0802114,2
196,0802621,1
196,0808818,1
196,0809032,1
196,0809107,2
196,0810367,2
196,0819145,2
196,0822247,1
196,0830834,1
196,0839550,1
196,0841451,2
196,0841532,2
196,0842879,1
196,0847174,1
196,0848291,1
196,0857167,2
196,0860601,2
196,0902625,2
196,0902654,2
196,0903379,1
196,0906132,2
196,0907397,2
196,0909795,1
196,0910441,2
196,0911853,2
196,0932349,2
196,0932356,1
196,0941009,1
196,0941032,1
196,0943657,2
196,0943658,1
196,0944226,1
196,0945323,1
196,0947115,2
196,0947118,2
196,0961796,2
196,0967843,2
196,0971059,2
196,0974152,2
196,0974444,2
196,0978043,2
196,0991518,2
196,0991519,2
196,0992861,1
196,0995838,1
196,0998642,2
196,0999988,2
196,1002637,2
196,1002639,1
196,1005611,2
196,1014986,2
196,1015719,2
196,1017375,1
196,1022734,1
196,1022748,2
196,1022751,1
196,1022754,1
196,1030057,2
196,1036117,1
196,1042053,2
196,1043986,1
196,1044101,2
196,1044690,2
196,1045537,1
196,1047513,1
196,1047515,1
196,1047517,1
196,1047519,2
196,1048354,1
196,1049017,2
196,1055795,1
196,1057848,1
196,1058556,2
196,1059309,2
196,1060147,2
196,1060150,1
196,1060151,1
196,1060802,2
196,1062295,1
196,1065962,2
196,1076096,2
196,1077144,2
196,1084973,1
196,1086236,1
196,1091711,2
196,1096929,1
196,1102807,1
196,1108144,2
196,1110467,2
196,1110598,1
196,1138881,1
196,1139585,1
196,1140000,1
196,1143606,1
196,1143611,1
196,1152275,1
196,1153742,2
196,1153866,1
196,1153908,1
196,1155731,2
196,1164248,1
196,1166965,2
196,1169698,2
196,1170015,2
196,1170537,1
196,1170540,2
196,1171991,1
196,1172234,2
196,1172236,2
196,1172843,1
196,1182253,1
196,1183075,1
196,1189551,2
196,1189553,2
196,1189919,2
196,1202867,1
196,1206403,2
196,1220589,2
196,1220813,2
196,1221209,1
196,1221214,1
196,1222241,2
196,1222454,1
196,1225458,1
196,1231947,1
196,1231949,1
196,1231957,1
196,1231961,2
196,1238661,2
196,1238983,1
196,1265920,1
196,1265921,1
196,1285104,2
196,1289109,1
196,1292819,2
196,1313701,2
196,1313714,2
196,1313716,1
196,1313718,1
196,1313728,2
196,1313770,2
196,1313772,1
196,1313789,2
196,1313790,2
196,1313799,1
196,1313828,1
196,1313886,2
196,1313933,2
196,1313952,1
196,1313981,1
196,1314017,1
196,1314027,2
196,1314047,1
196,1314051,1
196,1314084,2
196,1314135,2
196,1314151,1
196,1314272,2
196,1314323,2
196,1314325,2
196,1314335,1
196,1314383,1
196,1314414,1
196,1314415,2
196,1314446,2
196,1314449,2
196,1314450,2
196,1314459,2
196,1314469,1
196,1314470,2
196,1314471,2
196,1314504,1
196,1314611,2
196,1314640,1
196,1314665,1
196,1314667,2
196,1314674,1
196,1314677,2
196,1314691,2
196,1314705,2
196,1314793,2
196,1314794,2
196,1314829,1
196,1314832,2
196,1314846,2
196,1314849,2
196,1314883,2
196,1314927,1
196,1314956,1
196,1314975,1
196,1314979,2
196,1314980,2
196,1314981,2
196,1314987,2
196,1314989,2
196,1314990,1
196,1314991,1
196,1314992,2
196,1314995,2
196,1315038,1
196,1315041,1
196,1315070,2
196,1315085,1
196,1315090,2
196,1315147,1
196,1315209,1
196,1315234,1
196,1315268,1
196,1315280,2
196,1315351,1
196,1315398,1
196,1315456,2
196,1315721,2
196,1315754,2
196,1315772,2
196,1315777,1
196,1315879,1
196,1315890,1
196,1315891,2
196,1315892,2
196,1315893,2
196,1315903,2
196,1315905,1
196,1316029,2
196,1316031,1
196,1316032,2
196,1316069,2
196,1316200,2
196,1316205,1
196,1316495,1
196,1316532,1
196,1316548,1
196,1316587,2
196,1316613,2
196,1316681,2
196,1316711,1
196,1316713,1
196,1316719,1
196,1316721,1
196,1316734,1
196,1316762,1
196,1316810,2
196,1316822,1
196,1316850,2
196,1316852,1
196,1316922,1
196,1334850,2
196,1336408,1
196,1337772,1
196,1340761,2
196,1340857,2
196,1340858,1
196,1340860,1
196,1340861,2
196,1341472,2
196,1348761,2
196,1348778,2
196,1348780,1
196,1348782,2
196,1348829,2
196,1348841,2
196,1348894,2
196,1349199,2
196,1349247,2
196,1354626,2
196,1356158,1
196,1356670,1
196,1358000,1
196,1377952,2
196,1379615,1
196,1380749,2
196,1382334,1
196,1382889,2
196,1383066,1
196,1383811,2
196,1383813,1
196,1384793,2
196,1384796,1
196,1386381,2
196,1386498,1
196,1405294,2
196,1406350,1
196,1408682,2
196,1410546,1
196,1414716,1
196,1415013,2
196,1415043,1
196,1416327,1
196,1416328,2
196,1427744,2
196,1433547,2
196,1433899,1
196,1434919,2
196,1435520,1
196,1436054,1
196,1439701,2
196,1442733,1
196,1448117,2
196,1458447,1
196,1459094,1
196,1462666,1
196,1464110,2
196,1476888,1
196,1479577,1
196,1488173,1
196,1498576,2
196,1499626,2
196,1500771,2
196,1502932,1
196,1531283,1
196,1531789,1
196,1541284,1
196,1541598,2
196,1542114,1
196,1543087,2
196,1544419,1
196,1544912,1
196,1548026,2
196,1548395,1
196,1548743,1
196,1548744,2
196,1552294,2
196,1579945,2
196,1591003,1
196,1637604,2
196,1649271,2
196,1655217,2
196,1655478,1
196,1661174,2
196,1664646,1
196,1665269,2
196,1665273,1
196,1665284,1
196,1665298,2
196,1681252,2
196,1683699,1
196,1702823,1
196,1708549,1
196,1714500,2
196,1728265,2
196,1768375,2
196,1769728,2
196,1784985,2
196,1788328,1
196,1791960,2
196,1807497,1
196,1826860,1
196,1837927,2
196,1845753,2
196,1847682,1
196,1848588,2
196,1848599,1
196,1848600,2
196,1848601,1
196,1848603,2
196,1857361,1
196,1863840,1
196,1863849,1
196,1867478,1
196,1869303,1
196,1872435,1
196,1873145,2
196,1878547,1
196,1878568,2
196,1884735,1
196,1891415,1
196,1909940,1
196,1909941,1
196,1909944,1
196,1912760,1
196,1920514,1
196,1922693,1
196,1931518,2
196,1942950,2
196,1943659,2
196,1947117,2
196,1962754,2
196,1968638,1
196,1968730,1
196,1975511,1
196,1976110,1
196,1976111,2
196,1976816,2
196,1991575,2
196,2013638,1
196,2050996,2
196,2089669,2
196,2154782,1
196,2185341,2
196,2191503,1
196,2193962,2
196,2230391,1
196,2274563,2
196,2292607,2
